idx,u,i,f,ts
445,9,151,1,708301
446,9,152,1,708393
447,9,153,1,708413
448,9,58,1,708430
449,9,58,1,708439
450,9,135,1,708462
451,9,22,1,708483
452,9,8,1,708581
453,9,154,1,708676
454,9,121,1,708796
455,9,136,-1,709017
456,1,135,1,709432
457,3,155,1,709676
458,36,109,1,709809
459,3,155,1,709869
460,30,132,1,710323
461,3,58,1,710840
462,68,56,1,712604
463,103,72,-1,715508
464,36,156,1,715709
465,131,30,1,716573
466,34,109,-1,716867
467,101,51,1,717555
468,101,34,1,717784
469,9,8,1,718007
470,36,73,1,719050
471,96,95,1,719720
472,9,76,1,720865
473,9,8,1,721094
474,9,157,1,721937
475,19,158,1,722559
476,9,58,1,722713
477,3,155,-1,722744
478,9,32,1,723045
479,140,124,-1,724447
480,19,139,-1,726804
481,44,129,1,727297
482,105,135,1,727318
483,105,129,1,727394
484,44,129,1,727562
485,44,129,1,727615
486,44,129,1,727655
487,44,75,-1,727666
488,51,101,1,727768
489,1,159,1,727804
490,3,84,-1,728289
491,44,74,1,729301
492,44,129,1,729475
493,160,72,1,731538
494,129,8,1,732387
495,36,147,1,732681
496,36,109,1,732750
497,36,105,1,732837
498,36,129,1,732868
499,9,8,1,732903
500,34,101,1,736659
501,44,60,-1,737719
502,161,162,1,737773
503,51,58,-1,738390
504,9,8,-1,738618
505,163,72,1,739165
506,32,164,1,740144
507,58,8,1,740891
508,32,58,1,741062
509,44,79,-1,741278
510,41,76,1,741403
511,41,120,1,741475
512,41,132,1,741511
513,41,165,1,741549
514,41,166,1,741584
515,41,157,1,741603
516,41,167,1,741649
517,41,168,1,741671
518,41,169,1,741687
519,41,134,1,741717
520,56,68,1,741807
521,41,56,1,741832
522,56,154,1,741860
523,56,170,1,741935
524,56,171,1,741953
525,56,172,1,741965
526,103,101,1,742299
527,51,157,1,742404
528,32,130,1,742547
529,124,135,-1,742731
530,8,58,1,743181
531,8,164,1,743274
532,103,63,1,744021
533,19,111,-1,744082
534,103,173,1,744190
535,67,154,1,744580
536,32,26,1,745080
537,96,163,1,746400
538,9,58,1,746875
539,41,56,1,746919
540,9,20,1,747141
541,9,165,1,747182
542,9,61,1,747343
543,103,109,1,748171
544,32,155,1,748292
545,32,109,1,748356
546,32,174,1,748433
547,175,50,1,748460
548,9,40,-1,748803
549,103,85,1,748941
550,124,109,1,749032
551,164,8,1,749211
552,103,63,1,749675
553,38,128,1,749926
554,103,63,1,749949
555,103,63,1,750008
556,19,109,1,750056
557,103,63,1,750116
558,103,63,1,750192
559,161,164,1,750205
560,161,164,1,750207
561,38,109,1,750255
562,41,63,1,750287
563,103,63,1,750375
564,176,63,1,750395
565,41,63,1,750397
566,176,63,1,750489
567,41,63,1,750512
568,161,63,1,750544
569,103,63,1,750550
570,41,63,1,750555
571,176,63,1,750601
572,41,63,1,750604
573,161,63,1,750614
574,103,63,1,750629
575,32,164,1,750631
576,176,63,1,750652
577,41,63,1,750684
578,176,63,1,750742
579,41,63,1,750749
580,161,63,1,750758
581,103,63,1,750784
582,41,177,1,750809
583,41,177,1,750813
584,164,178,1,750835
585,164,177,1,750852
586,32,175,1,750864
587,32,177,1,750880
588,176,63,1,750905
589,164,179,1,750907
590,41,63,1,750945
591,32,179,1,750959
592,41,63,1,750978
593,41,63,1,751075
594,41,63,1,751098
595,41,63,1,751182
596,161,63,1,751209
597,96,164,1,751323
598,41,63,1,751437
599,41,177,1,751494
600,41,177,1,751534
601,41,63,1,751565
602,41,177,1,751590
603,41,63,1,751653
604,161,63,1,751664
605,32,177,1,751668
606,41,177,1,751678
607,32,177,1,751759
608,41,177,1,751763
609,41,63,1,751795
610,41,180,1,751810
611,32,177,1,751893
612,41,63,1,751910
613,161,63,1,751925
614,41,177,1,751929
615,41,180,1,751951
616,177,32,1,752072
617,41,63,1,752107
618,41,177,1,752124
619,180,177,1,752133
620,180,177,1,752140
621,180,181,1,752209
622,41,177,1,752213
623,180,182,1,752263
624,41,180,1,752346
625,41,90,1,752366
626,41,63,1,752396
627,32,177,1,752422
628,41,180,1,752529
629,41,165,-1,752539
630,41,63,1,752552
631,41,177,1,752565
632,177,180,1,752597
633,177,180,1,752661
634,177,32,1,752709
635,41,180,1,752739
636,41,177,1,752794
637,41,180,1,752799
638,32,177,1,752820
639,41,63,1,752826
640,183,184,1,752920
641,41,63,1,753109
642,177,32,1,753153
643,32,177,1,753213
644,41,177,1,753260
645,177,32,1,753283
646,175,32,1,753322
647,32,177,1,753338
648,32,175,1,753368
649,41,168,1,753439
650,175,32,1,753565
651,41,168,1,753676
652,41,177,1,753684
653,177,32,1,753696
654,63,174,1,753718
655,174,63,1,753736
656,63,174,1,753746
657,174,63,1,753775
658,41,168,1,753786
659,41,177,1,753810
660,32,175,1,753829
661,63,174,1,753841
662,174,63,1,753872
663,41,168,1,753877
664,9,32,1,753899
665,41,177,1,753912
666,63,174,1,753915
667,32,177,1,753922
668,175,32,1,753956
669,32,175,1,754050
670,41,168,1,754084
671,41,177,1,754113
672,41,168,1,754123
673,41,168,1,754131
674,63,155,1,754176
675,174,63,1,754188
676,41,177,1,754207
677,177,32,1,754215
678,41,168,1,754222
679,175,32,1,754233
680,63,174,1,754247
681,174,63,1,754311
682,63,174,1,754332
683,41,168,1,754380
684,41,177,1,754402
685,41,177,1,754435
686,32,175,1,754456
687,41,177,1,754457
688,175,32,1,754649
689,175,32,1,754670
690,32,175,1,754749
691,41,177,1,754827
692,41,168,1,754840
693,174,63,1,754844
694,63,174,1,754903
695,41,168,1,754938
696,41,168,1,755039
697,41,177,1,755067
698,41,168,1,755092
699,103,63,-1,755093
700,41,177,1,755115
701,174,63,1,755142
702,63,174,1,755160
703,41,168,1,755452
704,41,177,1,755505
705,41,177,1,755787
706,41,177,1,755819
707,41,177,1,756165
708,9,32,1,756178
709,41,177,1,756180
710,41,185,1,756190
711,41,168,1,756204
712,41,63,-1,756289
713,185,147,1,756365
714,185,32,1,756532
715,41,185,1,756599
716,41,177,1,756616
717,32,185,1,756756
718,186,185,1,756765
719,140,185,1,756773
720,155,32,1,756774
721,32,155,1,756797
722,185,186,1,756830
723,155,63,1,756888
724,41,177,1,756997
725,103,177,1,757048
726,187,186,1,757192
727,185,97,1,757281
728,103,97,1,757316
729,187,186,1,757334
730,41,185,1,757424
731,41,185,1,757446
732,41,186,1,757487
733,41,185,1,757495
734,41,186,1,757568
735,185,63,1,757745
736,41,168,1,757780
737,187,186,1,757850
738,63,155,1,757922
739,63,185,1,757961
740,103,58,1,758057
741,103,63,1,758112
742,187,186,1,758171
743,103,188,1,758375
744,189,175,1,758383
745,189,175,1,758434
746,140,185,1,758531
747,187,186,1,758534
748,185,109,1,758552
749,140,185,1,758852
750,185,63,-1,758913
751,189,8,1,759395
752,102,97,1,759398
753,140,185,1,759541
754,41,86,1,759680
755,41,188,1,759963
756,101,100,1,760680
757,101,190,1,761299
758,191,175,1,761317
759,101,190,1,761320
760,101,190,1,761350
761,101,190,1,761419
762,101,190,1,761441
763,103,192,1,761492
764,101,190,1,761553
765,101,190,1,761594
766,101,190,1,761607
767,101,190,1,761658
768,101,190,1,761683
769,101,190,1,761694
770,101,190,1,761706
771,101,190,1,761712
772,193,149,1,761755
773,101,100,1,761765
774,193,190,1,761807
775,191,78,1,761842
776,101,190,1,761858
777,101,190,1,761866
778,190,109,1,761932
779,101,190,1,761953
780,193,190,1,761979
781,109,124,1,762269
782,103,109,1,762269
783,103,190,1,762354
784,103,109,1,762542
785,103,109,1,762631
786,41,192,1,763428
787,194,149,1,764568
788,194,195,1,765033
789,36,109,-1,765747
790,32,177,-1,766619
791,176,20,1,766798
792,176,61,1,766803
793,176,149,1,766819
794,176,120,1,766824
795,176,132,1,766829
796,176,86,1,766838
797,176,97,1,766862
798,176,72,1,766886
799,176,58,1,766890
800,176,8,1,766895
801,176,196,1,767098
802,176,197,1,767106
803,176,198,1,767110
804,176,199,1,767119
805,176,200,1,767123
806,176,190,1,767127
807,176,192,1,767132
808,176,201,1,767136
809,176,188,1,767140
810,176,202,1,767147
811,176,185,1,767152
812,176,203,1,767157
813,176,180,1,767170
814,176,181,1,767179
815,176,177,1,767184
816,176,184,1,767192
817,176,175,1,767199
818,176,166,1,767951
819,32,177,-1,769987
820,103,63,-1,771325
821,204,205,1,772752
822,204,104,1,772792
823,204,184,1,773075
824,189,144,1,773627
825,41,177,-1,775018
826,124,85,-1,776971
827,191,175,-1,782686
828,41,177,-1,783108
829,41,177,-1,788994
830,131,30,-1,790864
831,3,185,1,791623
832,3,32,1,792401
833,199,58,1,792526
834,63,185,1,792823
835,63,199,1,792984
836,63,184,1,793031
837,199,101,1,793314
838,194,199,1,794711
839,194,206,1,794805
840,194,207,1,794864
841,204,123,1,795066
842,121,191,1,795216
843,175,191,1,795243
844,204,129,1,795264
845,63,199,1,795313
846,101,184,1,795316
847,101,208,1,795419
848,63,46,1,795496
849,63,199,1,796557
850,41,63,-1,796590
851,101,88,1,797095
852,191,121,1,797798
853,191,175,1,797811
854,103,177,1,797900
855,199,20,1,798002
856,184,101,1,798061
857,103,132,1,798109
858,199,209,1,798360
859,101,184,1,798483
860,36,105,1,798845
861,103,210,1,798898
862,36,209,1,798990
863,41,177,-1,799474
864,184,101,1,799496
865,209,199,1,799621
866,32,177,-1,799748
867,199,209,1,799839
868,63,155,-1,799958
869,199,210,1,800002
870,101,184,1,800336
871,105,61,-1,801195
872,204,129,-1,801554
873,184,101,1,801732
874,176,101,1,803176
875,68,101,1,803579
876,41,168,-1,804011
877,32,198,1,804379
878,133,135,-1,805179
879,211,101,1,805797
880,212,209,1,805805
881,211,213,1,806041
882,211,93,1,806064
883,211,85,1,806111
884,189,199,1,806437
885,214,215,1,807308
886,103,109,1,807348
887,103,215,1,807391
888,103,82,1,807412
889,44,214,1,807432
890,103,215,1,807608
891,63,199,1,807610
892,63,199,1,807647
893,103,215,1,807757
894,103,215,1,807782
895,103,168,1,807867
896,214,109,1,807882
897,215,67,1,807942
898,103,215,1,807971
899,214,215,1,807978
900,41,215,1,807983
901,41,216,1,808004
902,44,102,-1,808036
903,103,127,1,808081
904,58,8,-1,808140
905,215,62,1,808246
906,214,109,1,808344
907,176,217,1,808456
908,176,216,1,808478
909,176,218,1,808637
910,103,109,1,808805
911,8,58,-1,809007
912,219,124,1,809088
913,19,109,1,809215
914,63,127,1,809623
915,88,101,1,809752
916,103,168,1,809934
917,103,56,1,810121
918,63,127,1,810232
919,103,56,1,810270
920,214,56,1,810272
921,214,56,1,810321
922,63,127,1,810473
923,51,215,1,810644
924,175,32,-1,810826
925,19,175,1,810921
926,19,109,1,810949
927,44,214,1,810988
928,215,51,1,811066
929,44,214,1,811250
930,19,215,1,811379
931,19,215,1,811421
932,103,175,1,811839
933,44,214,1,811859
934,19,215,1,812219
935,74,73,-1,812238
936,103,175,1,812255
937,214,175,1,812268
938,51,215,1,812367
939,19,215,1,812391
940,214,215,1,812446
941,215,51,1,812494
942,19,215,1,812599
943,96,95,1,812795
944,96,32,1,812882
945,19,215,1,812883
946,96,164,1,812909
947,103,215,1,812936
948,103,215,1,813103
949,30,31,-1,813155
950,19,215,1,813189
951,144,185,1,813358
952,103,168,1,813464
953,220,214,1,813465
954,220,32,1,813566
955,19,215,1,813578
956,144,32,1,813676
957,103,175,1,813892
958,103,175,1,813983
959,175,214,1,814000
960,103,175,1,814066
961,103,175,1,814181
962,41,63,-1,814260
963,103,175,1,814375
964,176,221,1,814741
965,103,98,1,815256
966,176,177,-1,815729
967,3,32,1,815847
968,222,120,1,815905
969,41,222,1,815931
970,103,215,-1,816453
971,41,222,1,816455
972,41,223,1,816948
973,214,175,1,817124
974,41,97,1,817288
975,41,134,1,817435
976,51,215,1,817504
977,36,222,1,817566
978,36,221,1,817628
979,212,66,1,817818
980,96,224,1,818098
981,175,214,1,818510
982,214,175,1,818560
983,225,223,1,818891
984,36,221,1,818924
985,36,214,1,818964
986,176,223,1,818987
987,176,226,1,819000
988,221,161,1,819018
989,36,221,1,819033
990,44,226,1,819278
991,221,161,1,819418
992,41,168,-1,819507
993,36,221,1,819539
994,221,161,1,819793
995,56,214,1,819973
996,221,161,1,819979
997,221,161,1,820160
998,221,161,1,820460
999,161,221,1,820778
1000,36,221,1,820919
1001,36,214,1,820987
1002,221,161,1,821297
1003,204,221,1,821689
1004,227,26,1,821820
1005,211,228,1,822533
1006,214,101,1,823206
1007,229,230,1,824015
1008,220,214,1,824150
1009,96,231,1,824399
1010,96,232,1,824460
1011,103,221,1,824534
1012,103,20,1,824855
1013,103,86,1,824917
1014,220,214,1,825039
1015,220,214,1,825287
1016,103,66,1,825440
1017,212,66,1,825857
1018,124,109,1,826030
1019,103,185,1,826346
1020,212,6,1,826571
1021,103,185,1,826701
1022,103,8,1,826913
1023,63,202,1,826987
1024,63,185,1,827025
1025,101,190,-1,827041
1026,103,93,1,827360
1027,63,185,1,827372
1028,9,233,1,829351
1029,103,233,1,829420
1030,9,97,1,829666
1031,9,190,1,829775
1032,101,190,-1,830258
1033,166,234,1,831255
1034,69,34,1,831363
1035,69,34,1,831397
1036,235,191,1,831431
1037,69,185,1,831662
1038,63,79,-1,832516
1039,41,166,1,832900
1040,41,32,1,832963
1041,3,32,1,833722
1042,3,132,1,833842
1043,1,30,1,834204
1044,41,32,1,834693
1045,41,173,1,834705
1046,103,166,1,835478
1047,63,127,1,836156
1048,63,199,1,836475
1049,103,166,1,836783
1050,63,92,1,837112
1051,44,214,-1,837447
1052,97,228,1,837644
1053,97,228,1,837644
1054,103,190,-1,837997
1055,103,58,1,839574
1056,191,136,1,840247
1057,41,63,-1,840521
1058,32,58,1,840699
1059,3,132,-1,840809
1060,220,214,-1,841124
1061,131,30,1,841542
1062,191,236,1,841567
1063,32,237,1,841748
1064,9,235,1,841850
1065,101,34,1,841895
1066,237,32,1,841916
1067,97,191,1,841932
1068,48,81,1,842001
1069,48,81,1,842006
1070,175,214,1,842309
1071,176,233,1,842545
1072,9,101,1,842559
1073,48,52,1,842848
1074,48,52,1,842852
1075,48,175,1,842874
1076,52,48,1,842923
1077,48,52,1,843010
1078,9,177,1,843229
1079,97,191,1,843271
1080,9,175,1,843283
1081,52,48,1,843283
1082,175,48,1,843372
1083,96,48,1,843518
1084,41,32,1,843550
1085,9,175,1,843609
1086,41,174,1,843689
1087,9,175,1,843986
1088,161,63,-1,844115
1089,191,236,-1,844366
1090,48,175,1,844526
1091,12,175,1,844538
1092,48,52,1,844618
1093,175,48,1,844676
1094,48,175,1,844700
1095,12,175,1,844704
1096,12,168,1,844741
1097,12,175,1,844766
1098,52,48,1,844799
1099,175,48,1,844803
1100,48,52,1,844852
1101,12,81,1,844863
1102,12,175,1,844890
1103,48,175,1,844911
1104,175,48,1,845034
1105,12,175,1,845069
1106,48,175,1,845091
1107,12,175,1,845093
1108,52,48,1,845122
1109,48,52,1,845196
1110,12,175,1,845211
1111,175,48,1,845275
1112,52,48,1,845292
1113,12,175,1,845355
1114,48,52,1,845375
1115,12,175,1,845390
1116,48,175,1,845407
1117,12,175,1,845460
1118,175,48,1,845489
1119,52,48,1,845508
1120,12,175,1,845583
1121,12,175,1,845626
1122,12,175,1,845649
1123,220,214,1,845682
1124,12,175,1,845714
1125,88,220,1,845727
1126,48,175,1,845779
1127,48,52,1,845797
1128,12,175,1,845874
1129,175,48,1,845896
1130,52,48,1,845897
1131,9,175,1,845946
1132,48,175,1,845991
1133,12,175,1,846010
1134,12,175,1,846088
1135,175,48,1,846095
1136,12,175,1,846166
1137,9,175,1,846176
1138,48,175,1,846250
1139,12,175,1,846251
1140,48,52,1,846271
1141,9,175,1,846308
1142,175,48,1,846346
1143,9,209,1,846346
1144,12,175,1,846358
1145,48,175,1,846457
1146,103,66,1,846482
1147,103,52,1,846571
1148,12,175,1,846588
1149,103,66,1,846606
1150,175,48,1,846618
1151,52,48,1,846642
1152,103,66,1,846710
1153,12,175,1,846717
1154,12,175,1,846738
1155,48,52,1,846866
1156,48,175,1,846912
1157,175,48,1,846997
1158,48,175,1,847054
1159,48,175,1,847080
1160,9,175,1,847082
1161,9,209,1,847091
1162,175,48,1,847179
1163,175,48,1,847259
1164,220,48,1,847378
1165,9,175,1,847378
1166,48,175,1,847431
1167,144,185,1,847452
1168,175,48,1,847563
1169,220,48,1,847575
1170,48,175,1,847684
1171,144,222,1,847764
1172,220,48,1,847774
1173,175,48,1,847779
1174,220,48,1,847790
1175,220,48,1,847956
1176,48,175,1,847959
1177,220,48,1,847992
1178,175,48,1,848093
1179,48,175,1,848114
1180,220,48,1,848152
1181,175,48,1,848179
1182,144,195,1,848188
1183,48,175,1,848219
1184,191,237,1,848241
1185,187,186,-1,848271
1186,220,48,1,848274
1187,175,48,1,848398
1188,220,48,1,848455
1189,48,175,1,848513
1190,220,95,1,848581
1191,95,168,1,848600
1192,220,48,1,848649
1193,176,198,1,848660
1194,220,95,1,848682
1195,191,175,1,848683
1196,220,95,1,848716
1197,176,201,1,848783
1198,175,48,1,848785
1199,175,191,1,848823
1200,191,175,1,848839
1201,48,175,1,848861
1202,175,191,1,848895
1203,175,48,1,848903
1204,191,175,1,848932
1205,144,88,1,848949
1206,175,191,1,848950
1207,220,48,1,848951
1208,191,175,1,848983
1209,175,191,1,849039
1210,144,238,1,849075
1211,191,175,1,849081
1212,175,191,1,849137
1213,220,95,1,849144
1214,239,175,1,849158
1215,144,240,1,849208
1216,239,175,1,849268
1217,239,236,1,849311
1218,220,95,1,849383
1219,41,168,-1,849434
1220,220,48,1,849492
1221,220,95,1,849533
1222,12,90,1,849633
1223,220,95,1,849744
1224,144,23,1,849761
1225,220,95,1,849818
1226,3,132,1,849830
1227,191,175,-1,850229
1228,220,95,1,850392
1229,220,95,1,850466
1230,144,23,-1,850610
1231,220,95,1,850726
1232,103,52,1,850771
1233,144,32,1,850846
1234,220,48,1,850871
1235,194,207,-1,850972
1236,144,48,1,851013
1237,36,222,1,851054
1238,220,95,1,851084
