idx,u,i,f,ts
317,31,30,1,66540
318,40,2,1,66815
319,22,36,1,67257
320,1,36,1,67425
321,10,28,1,67819
322,26,3,1,67922
323,34,39,1,68053
324,4,31,1,68100
325,5,14,-1,68141
326,9,36,1,68296
327,25,40,1,69051
328,16,20,-1,69156
329,16,18,1,69270
330,0,18,1,69273
331,19,20,1,69335
332,30,22,1,69464
333,15,26,1,69565
334,16,2,-1,69569
335,2,34,1,69784
336,5,27,1,69990
337,11,10,1,70044
338,9,21,1,70133
339,22,37,1,70156
340,16,3,1,70255
341,4,40,1,70269
342,7,28,1,70535
343,12,5,-1,70554
344,10,14,1,70621
345,7,38,1,70986
346,4,1,-1,71064
347,37,3,1,71103
348,32,19,-1,71177
349,21,18,1,71184
350,13,28,1,71433
351,4,25,1,71461
352,14,15,1,71583
353,41,2,1,71734
354,11,30,1,71961
355,15,37,1,72174
356,10,41,1,72179
357,42,10,1,72467
358,36,10,1,72738
359,23,40,1,72808
360,43,12,1,72824
361,19,34,-1,73159
362,44,2,1,73462
363,11,26,1,73736
364,28,21,1,73848
365,15,3,-1,74089
366,9,42,1,74166
367,5,39,1,74558
368,4,42,1,74642
369,45,2,1,74909
370,36,41,1,75021
371,13,37,1,75128
372,22,29,1,75233
373,19,37,1,75340
374,18,14,-1,75344
375,28,21,-1,75396
376,8,29,1,75548
377,2,29,1,75682
378,16,23,1,75843
379,1,19,1,76055
380,2,6,1,76055
381,17,33,1,76100
382,10,38,1,76218
383,12,37,1,76323
384,12,22,1,76701
385,40,5,1,76766
386,46,13,1,76807
387,14,40,1,77077
388,27,32,-1,77204
389,23,42,1,77693
390,21,43,1,78040
391,38,39,1,78117
392,2,43,1,78242
393,4,23,1,78254
394,8,42,1,78368
395,20,26,1,78442
396,3,46,1,78453
397,36,19,1,78482
398,14,16,-1,78548
399,26,43,1,78627
400,47,21,1,78727
401,13,37,-1,78819
402,34,5,1,79034
403,19,28,1,79057
404,14,1,1,79109
405,10,12,1,79339
406,38,21,1,79366
407,37,31,1,79398
408,5,9,1,79453
409,4,19,1,79463
410,28,6,1,79523
411,14,35,1,79541
412,28,34,1,79739
413,48,30,1,79851
414,18,39,1,79930
415,5,45,1,80047
416,17,24,-1,80061
417,11,44,1,80238
418,18,48,1,80721
419,25,14,1,80807
420,40,30,1,81039
421,34,12,1,81078
422,10,37,1,81121
423,43,29,1,81194
424,24,25,1,81355
425,14,27,1,81432
426,40,12,1,81537
427,29,19,-1,81794
428,22,34,1,81931
429,8,33,1,82440
430,4,28,1,82499
431,37,26,1,82725
432,1,33,1,82741
433,10,38,-1,83002
434,46,23,1,83186
435,6,21,1,83283
436,37,46,1,83423
437,49,36,1,83756
438,24,31,1,84076
439,13,0,1,84112
440,35,1,1,84171
441,16,47,1,84311
442,9,18,-1,84501
443,1,27,1,85147
444,19,40,1,85310
445,13,7,1,85346
446,29,32,1,85397
447,19,15,1,86322
448,20,5,1,86535
449,50,16,1,86571
450,26,14,-1,86650
451,16,6,-1,86706
452,32,2,1,86776
453,19,24,1,86787
454,10,47,1,86922
455,25,48,1,87510
456,1,3,-1,87655
457,5,50,1,87677
458,21,45,1,87683
459,1,13,1,88501
460,34,20,1,88739
461,38,32,1,88792
462,11,35,1,88924
463,25,12,1,88990
464,51,8,1,89020
465,31,3,1,89034
466,32,21,1,89058
467,52,8,1,89085
468,7,28,-1,89246
469,35,34,-1,89312
470,35,24,1,89391
471,15,32,1,89643
472,10,52,1,89682
473,15,52,1,89746
474,2,28,1,89796
475,2,39,1,89949
476,51,11,1,90259
477,53,13,1,90768
478,23,10,1,90869
479,22,23,1,91094
480,13,47,1,91189
481,33,22,1,91262
482,54,40,1,91517
483,12,33,1,91525
484,28,9,-1,91658
485,31,44,1,91842
486,27,23,1,92016
487,11,37,1,92018
488,22,24,1,92507
489,11,49,1,92555
490,16,26,1,92716
491,9,18,1,92791
492,55,8,1,93136
493,3,48,1,93170
494,40,5,-1,93262
495,11,36,1,93399
496,3,50,1,93505
497,6,40,1,93571
498,9,32,1,93627
499,32,28,1,93748
500,5,46,1,93769
501,30,55,1,94041
502,50,42,1,94228
503,36,55,1,94448
504,40,41,1,94632
505,5,2,-1,94909
506,56,16,1,94927
507,3,13,1,95056
508,29,15,1,95080
509,29,1,1,95263
510,11,52,1,95412
511,50,8,1,95495
512,56,46,1,95905
513,57,15,1,95933
514,12,27,1,96413
515,4,21,1,96486
516,14,34,1,96638
517,10,57,1,96791
518,31,36,1,96791
519,28,8,1,96816
520,30,13,-1,96861
521,32,34,1,96877
522,5,18,-1,97131
523,7,34,1,97259
524,37,55,1,97348
525,21,36,1,97401
526,9,41,1,97444
527,2,42,1,97518
528,5,38,1,97524
529,5,43,1,97606
530,21,39,1,97698
531,1,56,1,98035
532,1,3,1,98043
533,44,50,1,98083
534,19,42,1,98205
535,7,37,1,98277
536,13,41,1,98292
537,1,57,1,98348
538,11,15,-1,98775
539,14,31,1,99083
540,15,22,1,99171
541,36,20,1,99217
542,58,26,1,99395
543,36,25,1,99467
544,10,30,1,99989
545,4,29,1,100151
546,1,25,1,100224
547,36,26,1,100292
548,8,56,1,100422
549,39,53,1,100439
550,26,12,1,100559
551,2,29,-1,100566
552,57,29,1,100599
553,16,20,1,100627
554,16,5,1,100655
555,44,32,1,100797
556,7,23,1,101012
557,59,1,1,101018
558,9,39,1,101032
559,37,42,1,101084
560,23,18,1,101314
561,60,18,1,101423
562,6,35,-1,101505
563,26,49,1,101540
564,13,37,1,102043
565,12,29,1,102526
566,33,40,1,102570
567,24,7,1,102652
568,12,51,1,102792
569,55,35,1,102915
570,44,49,1,102923
571,4,39,1,102989
572,15,39,1,103592
573,39,8,1,103653
574,10,40,1,103807
575,10,26,1,103836
576,56,47,1,103876
577,36,38,1,103949
578,11,54,1,104159
579,15,39,-1,104570
580,61,12,1,104576
581,24,27,1,104815
582,20,51,1,104883
583,40,56,1,104989
584,51,50,1,105443
585,52,37,1,105600
586,20,47,1,105700
587,5,41,1,105826
588,27,50,1,105945
589,35,15,1,106219
590,1,61,1,106629
591,0,21,1,106875
592,25,27,1,106986
593,17,40,1,107200
594,43,56,1,107270
595,22,37,-1,107324
596,26,8,-1,107434
597,61,30,1,107507
598,50,29,1,107582
599,42,21,1,107802
600,19,44,1,107933
601,31,47,1,108128
602,25,52,1,108205
603,26,40,1,108242
604,31,46,1,108653
605,7,46,1,108827
606,17,31,1,108854
607,11,60,1,108896
608,46,47,1,109034
609,21,35,1,109315
610,13,26,1,109701
611,35,50,1,109714
612,34,18,1,109753
613,1,46,1,109760
614,2,60,1,109953
615,30,13,1,110236
616,62,26,1,110366
617,8,43,1,110898
618,43,14,1,111135
619,3,22,1,111276
620,26,8,1,111522
621,0,24,-1,111533
622,55,10,1,111537
623,14,60,1,111787
624,63,11,1,112715
625,24,59,1,112751
626,31,42,1,112784
627,47,59,1,112899
628,64,46,1,112962
629,47,4,1,113088
630,62,50,1,113092
631,34,23,1,113283
632,48,37,1,113372
633,41,1,1,113392
634,47,42,1,113422
635,10,64,1,113960
636,42,17,1,114033
637,39,60,1,114211
638,11,59,1,114463
639,25,23,1,114639
640,0,44,1,114723
641,34,24,1,114779
642,6,52,1,114836
643,0,50,1,115277
644,8,35,1,115325
645,51,38,1,115430
646,22,34,-1,115521
647,0,47,1,115591
648,27,7,1,115598
649,26,60,1,115642
650,27,40,1,115678
651,17,27,-1,115718
652,65,17,1,115843
653,16,48,1,115846
654,15,61,1,115887
655,32,27,1,115971
656,32,10,1,116005
657,19,47,1,116055
658,2,65,1,116192
659,7,20,1,116399
660,6,57,1,116520
661,4,29,-1,116534
662,30,63,1,116584
663,3,58,1,116636
664,36,59,1,116761
665,4,54,1,116798
666,21,40,1,117108
667,30,51,1,117113
668,1,45,1,117283
669,60,61,1,117390
670,1,53,1,117433
671,34,54,1,117587
672,13,49,1,117588
673,16,49,1,117832
674,13,18,1,118038
675,26,45,1,118050
676,4,51,1,118056
677,66,39,1,118125
678,33,39,1,118191
679,17,55,1,118195
680,9,45,1,118406
681,5,25,1,118592
682,51,14,1,118648
683,1,54,1,118680
684,16,6,1,119245
685,14,30,1,119423
686,8,41,1,119572
687,22,42,1,119614
688,8,19,1,119616
689,60,28,1,119717
690,15,36,1,119724
691,25,55,1,119854
692,57,29,-1,119938
693,29,53,1,119955
694,5,49,1,120287
695,7,61,1,120290
696,67,9,1,120339
697,21,54,1,120632
698,21,17,1,120944
699,14,33,1,121163
700,50,29,-1,121372
701,26,3,-1,121421
702,39,6,1,121462
703,43,24,1,121556
704,37,27,1,121735
705,18,43,1,121771
706,11,1,1,121792
707,55,15,1,122172
708,33,62,1,122214
709,48,26,1,122228
710,21,37,1,122377
711,10,14,-1,122589
712,9,66,1,122695
713,45,60,1,122699
714,3,61,1,122777
715,34,41,1,123109
716,49,47,1,123237
717,33,2,1,123754
718,9,54,1,123963
719,12,49,1,124375
720,22,32,1,124574
721,9,63,1,124643
722,57,63,1,124691
723,17,46,1,124758
724,6,63,1,124958
725,7,18,-1,125010
726,54,6,1,125477
727,35,53,1,125534
728,5,30,1,125757
729,2,20,1,125971
730,0,65,1,126042
731,17,7,1,126302
732,68,25,1,126366
733,28,62,1,126494
734,0,53,1,126552
735,0,68,1,126584
736,32,37,1,126899
737,69,0,1,127511
738,39,56,1,127687
739,39,22,1,127688
740,20,31,1,127882
741,7,68,1,128028
742,9,46,1,128173
743,10,51,1,128268
744,2,52,1,128334
745,64,28,1,128392
746,27,4,1,128698
747,3,49,1,129008
748,14,61,1,129043
749,31,10,1,129234
750,19,56,1,129241
751,27,43,1,129275
752,48,5,1,129571
753,8,61,1,129807
754,30,36,1,129973
755,26,49,-1,130065
756,28,22,1,130169
757,52,40,1,130388
758,0,27,1,130447
759,24,51,1,130545
760,52,38,1,130659
761,6,31,1,130784
762,23,50,1,130946
763,30,43,1,131019
764,14,18,1,131168
765,38,10,1,131236
766,20,45,1,131250
767,2,56,1,131255
768,70,12,1,131364
769,71,36,1,131396
770,56,50,1,131402
771,60,41,1,131402
772,37,58,1,131547
773,19,46,1,131578
774,22,49,1,131615
775,17,49,1,131837
776,3,38,1,132077
777,72,13,1,132713
778,3,40,1,132822
779,12,17,-1,132965
780,10,7,-1,133086
781,3,56,1,133097
782,17,72,1,133200
783,73,21,1,133244
784,3,0,-1,133313
785,25,42,1,133419
786,11,50,1,133477
787,38,72,1,133666
788,50,31,1,133773
789,23,21,1,133985
790,31,21,1,134098
791,14,32,1,134379
792,33,64,1,134384
793,25,26,1,134456
794,74,11,1,134683
795,56,42,1,134684
796,43,49,1,134737
797,40,43,1,134788
798,17,56,1,134878
799,75,41,1,134940
800,56,46,-1,135013
801,5,42,1,135050
802,19,23,1,135571
803,60,40,1,135572
804,60,31,1,135766
805,76,12,1,135800
806,14,73,1,135918
807,77,8,1,135953
808,74,23,1,136318
809,31,71,1,136320
810,1,60,1,136472
811,56,26,1,136533
812,18,38,1,136569
813,42,53,1,136660
814,30,17,1,136724
815,28,31,1,137040
816,33,62,-1,137271
817,15,9,-1,137278
818,70,61,1,137303
819,25,69,1,137318
820,23,47,1,137485
821,32,69,1,137586
822,25,10,1,137698
823,4,32,1,137740
824,30,46,1,137774
825,6,5,1,137994
826,24,52,1,138000
827,61,42,1,138000
828,61,55,1,138059
829,10,66,1,138402
830,36,72,1,138515
831,25,74,1,138547
832,9,48,1,138608
833,16,76,1,138664
834,78,32,1,138682
835,79,20,1,138890
836,2,11,-1,139047
837,25,14,-1,139095
838,19,40,-1,139621
839,22,45,1,140018
840,20,57,1,140048
841,35,58,1,140138
842,12,39,1,140235
843,1,19,-1,140256
844,1,44,1,140494
845,30,21,1,140816
846,56,31,1,141194
847,22,71,1,141211
848,6,72,1,141337
849,9,52,1,141456
850,29,56,1,141604
851,80,16,1,141648
852,19,55,1,141698
853,16,28,1,141886
854,10,63,1,142291
855,1,22,-1,142295
856,12,50,1,142341
857,27,76,1,142481
858,4,46,1,142782
859,46,80,1,142826
860,7,39,1,142854
861,55,76,1,142898
862,3,18,1,142925
863,12,31,1,143175
864,12,24,1,143245
865,81,22,1,143267
866,25,32,-1,143387
867,8,69,1,143473
868,24,63,1,143658
869,12,58,1,144004
870,28,46,1,144068
871,60,63,1,144090
872,63,65,1,144303
873,30,53,1,144310
874,32,54,1,144592
875,35,57,1,144644
876,25,29,1,144942
877,12,36,1,145048
878,9,37,1,145256
879,7,59,1,145289
880,25,64,1,145292
881,82,25,1,145490
882,11,70,1,145495
883,11,44,-1,145520
884,24,5,1,145556
885,39,57,1,145556
886,24,55,1,145896
887,12,4,1,146192
888,19,45,1,146228
889,9,76,1,147023
890,33,79,1,147072
891,28,26,1,147258
892,43,7,1,147276
893,11,10,-1,147367
894,12,35,1,147584
895,61,66,1,147594
896,72,12,1,147665
897,5,53,1,147935
898,56,35,1,148054
899,34,16,1,148233
900,46,51,1,148594
901,21,74,1,148636
902,30,81,1,149020
903,18,58,1,149140
904,3,12,1,149222
905,17,36,1,149290
906,34,48,1,149307
907,20,63,1,149439
908,37,59,1,149793
909,48,69,1,149988
910,14,74,1,150757
911,5,63,1,150807
912,42,6,1,151007
913,2,81,1,151044
914,41,59,1,151249
915,19,0,1,151506
916,76,54,1,151684
917,7,36,1,151723
918,10,48,1,151806
919,12,30,1,152066
920,35,0,1,152152
921,23,57,1,152408
922,45,55,1,152450
923,34,62,1,152843
924,3,14,1,153268
925,4,48,1,153319
926,52,17,1,153440
927,2,73,1,153577
928,0,22,1,153610
929,30,19,1,153963
930,57,79,1,154265
931,34,27,1,154274
932,83,27,1,154737
933,16,55,1,154849
934,10,83,1,154974
935,3,71,1,155175
936,28,78,1,155186
937,49,38,1,155689
938,8,78,1,155777
939,23,51,1,155890
940,42,30,1,155920
941,10,82,1,156419
942,28,68,1,156530
943,21,54,-1,156540
944,84,76,1,156596
945,60,16,1,156733
946,17,73,1,156789
947,18,70,1,156845
948,34,61,1,156845
949,64,9,1,156940
950,0,28,1,156976
951,63,50,1,157186
952,23,81,1,157210
953,36,54,1,157238
954,19,52,1,157299
955,3,69,1,157392
956,11,35,-1,157582
957,72,19,1,157833
958,27,84,1,158061
959,34,8,1,158068
960,13,56,1,158321
961,38,30,1,158398
962,20,78,1,158612
963,5,18,1,158695
964,38,15,1,158977
965,41,3,1,158988
966,14,55,1,159040
967,30,64,1,159107
968,10,14,1,159497
969,10,61,1,160016
970,12,16,-1,160055
971,25,84,1,160334
972,18,42,1,160383
973,27,15,1,160828
974,23,6,1,160965
975,8,67,1,161059
976,74,51,1,161170
977,3,60,1,161288
978,52,39,1,161300
979,14,71,1,161300
980,20,48,1,161431
981,8,73,1,161448
982,43,80,1,161449
983,83,25,1,161738
984,38,70,1,161831
985,41,31,1,161836
986,6,53,1,161862
987,1,70,1,162183
988,41,49,1,162439
989,50,39,1,162457
990,4,68,1,162510
991,76,53,1,162609
992,72,18,1,162633
993,56,67,1,162897
994,28,65,1,162975
995,6,51,1,163057
996,3,73,1,163173
997,10,34,1,163250
998,36,42,1,163488
999,13,35,1,163644
1000,6,75,1,163878
1001,7,60,1,164047
1002,20,60,1,164356
1003,51,11,-1,164362
1004,48,78,1,164531
1005,6,32,1,165156
1006,72,50,1,165199
1007,24,39,1,165206
1008,1,52,1,165374
1009,52,72,1,165374
1010,40,31,1,165482
1011,49,28,1,165723
1012,5,52,1,165862
1013,16,81,1,165934
1014,60,9,1,166201
1015,8,83,1,166481
1016,4,43,1,166673
1017,5,60,1,166690
1018,2,74,1,166816
1019,23,49,1,166865
1020,55,4,1,167046
1021,30,79,1,167153
1022,23,71,1,167214
1023,19,83,1,167464
1024,56,68,1,167554
1025,10,70,1,167662
1026,46,49,1,167812
1027,44,46,1,167832
1028,22,63,1,167952
1029,15,73,1,168008
1030,85,23,1,168038
1031,86,17,1,168249
1032,87,30,1,168439
1033,2,61,1,168706
1034,25,75,1,169262
1035,87,20,1,169448
1036,4,85,1,169533
1037,10,69,1,169542
1038,5,49,-1,169581
1039,43,28,1,169745
1040,28,50,1,170349
1041,8,76,1,170366
1042,88,14,1,170410
1043,40,46,1,170493
1044,38,46,1,170600
1045,68,73,1,170697
1046,6,25,1,170700
1047,51,64,1,170796
1048,2,78,1,171448
1049,9,68,1,171506
1050,22,43,1,171555
1051,61,25,1,171645
1052,48,43,1,171909
1053,39,42,1,171984
1054,20,29,-1,172631
1055,44,68,1,172756
1056,17,85,1,172873
1057,15,42,1,172937
1058,46,63,1,173174
1059,34,22,1,173265
1060,39,72,1,173387
1061,37,79,1,173497
1062,89,36,1,173666
1063,49,48,1,173786
1064,13,89,1,173948
1065,13,2,-1,174024
1066,40,74,1,174075
1067,18,73,1,174160
1068,1,78,1,174414
1069,14,79,1,174503
1070,10,73,1,174508
1071,90,4,1,174563
1072,23,43,1,174656
1073,16,41,1,174893
1074,50,86,1,175243
1075,34,43,1,175405
1076,30,21,-1,175408
1077,9,89,1,175505
1078,3,22,-1,175567
1079,46,0,1,175573
1080,2,57,1,175579
1081,16,41,-1,175748
1082,57,64,1,176026
1083,57,44,1,176074
1084,35,88,1,176170
1085,10,58,1,176185
1086,3,23,-1,176327
1087,13,56,-1,176384
1088,3,22,1,176579
1089,58,20,1,176592
1090,41,71,1,176635
1091,69,11,1,176641
1092,15,79,1,176806
1093,20,84,1,176863
1094,7,56,1,176929
1095,15,25,1,177025
1096,19,71,1,177095
1097,40,70,1,177192
1098,27,63,1,177545
1099,7,47,1,177674
1100,13,85,1,177982
1101,33,62,1,178059
1102,9,82,1,178560
1103,22,85,1,179072
1104,12,83,1,179111
1105,17,7,-1,179294
1106,52,73,1,179563
1107,2,90,1,179671
1108,36,70,1,179787
1109,20,76,1,179807
1110,10,7,1,179840
1111,53,67,1,180190
1112,20,69,1,180205
1113,38,61,1,180364
1114,24,67,1,180602
1115,49,87,1,180809
1116,81,18,1,180839
1117,91,5,1,181043
1118,44,22,1,181141
1119,72,21,1,181157
1120,78,24,1,181200
1121,6,55,1,181266
1122,3,88,1,181270
1123,21,81,1,181293
1124,7,77,1,181532
1125,4,72,1,181610
1126,22,1,1,182488
1127,48,80,1,182506
1128,92,30,1,182528
1129,47,14,1,182599
1130,29,75,1,182909
1131,45,12,1,182912
1132,47,36,1,182986
1133,93,57,1,183045
1134,60,52,1,183050
1135,12,84,1,183061
1136,12,19,1,183189
1137,33,88,1,183202
1138,19,43,1,183312
1139,16,39,1,183461
1140,14,63,1,183464
1141,1,56,-1,183574
1142,79,29,1,183604
1143,47,41,1,183905
1144,12,54,1,184121
1145,32,11,1,184153
1146,9,28,1,184483
1147,94,64,1,184608
1148,17,46,-1,184742
1149,52,66,1,184750
1150,49,8,1,184780
1151,14,65,1,184959
1152,19,68,1,184979
1153,54,31,1,185341
1154,66,91,1,185754
1155,52,65,1,185956
1156,39,30,1,186212
1157,18,77,1,186217
1158,95,22,1,186240
1159,76,60,1,186292
1160,31,45,1,186507
1161,45,89,1,186863
1162,56,27,1,187102
1163,56,83,1,187234
1164,10,27,1,187267
1165,12,53,1,187302
1166,26,88,1,187358
1167,36,77,1,187602
1168,11,40,1,188002
1169,41,91,1,188085
1170,62,44,1,188352
1171,96,23,1,188527
1172,39,80,1,188600
1173,0,85,1,189000
1174,79,47,1,189134
1175,97,30,1,189241
1176,14,13,1,189334
1177,24,44,1,189612
1178,87,81,1,190022
1179,12,92,1,190413
1180,75,84,1,190418
1181,26,31,1,190574
1182,63,77,1,190660
1183,20,41,1,190833
1184,39,93,1,190897
1185,1,64,1,190942
1186,93,33,1,190981
1187,65,51,1,190989
1188,31,74,1,191079
1189,52,43,1,191244
1190,40,82,1,191328
1191,49,86,1,191340
1192,17,39,1,191455
1193,56,85,1,191458
1194,61,23,1,191510
1195,42,6,-1,191698
1196,43,72,1,191705
1197,75,42,1,191995
1198,37,28,1,192002
1199,17,96,1,192081
1200,60,53,1,192260
1201,18,75,1,192383
1202,14,16,1,192426
1203,24,82,1,192538
1204,31,80,1,192545
1205,3,25,1,192565
1206,98,19,1,192794
1207,60,19,1,193031
1208,17,2,-1,193186
1209,7,92,1,193458
1210,25,81,1,193609
1211,87,40,1,193684
1212,36,0,1,193739
1213,25,98,1,194323
1214,34,82,1,194417
1215,22,55,1,194453
1216,81,49,1,194492
1217,99,0,1,194523
1218,100,28,1,194906
1219,62,44,-1,194956
1220,64,97,1,194998
1221,56,24,1,195161
1222,11,21,-1,195244
1223,19,76,1,195363
1224,55,38,1,195407
1225,76,58,1,195486
1226,44,77,1,195503
1227,28,56,1,195557
1228,63,17,1,195785
1229,18,25,1,195835
1230,101,44,1,196133
1231,6,75,-1,196147
1232,6,92,1,196403
1233,38,4,1,196407
1234,19,82,1,196456
1235,102,12,1,196543
1236,103,28,1,196697
1237,39,84,1,196751
